Kafka:

2023/07/03 15:20:34.720176 Created Producer rdkafka#producer-1
2023/07/03 15:20:34.785829 Sended message #0 (leadId: 634428, currentStatus: to issue) to topic "test-topic"
2023/07/03 15:20:36.308704 Received message #44 (leadId: 679729, currentStatus: approved) on topic "test-topic" [0] at offset 1659 CreateTime 2023-07-03 15:20:36.243 +0300 MSK
2023/07/03 15:20:36.308710 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:36.355808 Received message #45 (leadId: 609672, currentStatus: rejected) on topic "test-topic" [0] at offset 1660 CreateTime 2023-07-03 15:20:36.286 +0300 MSK
2023/07/03 15:20:36.355829 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:36.455631 Received message #46 (leadId: 621030, currentStatus: rejected) on topic "test-topic" [0] at offset 1661 CreateTime 2023-07-03 15:20:36.339 +0300 MSK
2023/07/03 15:20:36.455648 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:36.455685 Received message #47 (leadId: 630817, currentStatus: active) on topic "test-topic" [0] at offset 1662 CreateTime 2023-07-03 15:20:36.339 +0300 MSK
2023/07/03 15:20:36.455691 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:36.476905 Received message #48 (leadId: 667144, currentStatus: pending) on topic "test-topic" [0] at offset 1663 CreateTime 2023-07-03 15:20:36.383 +0300 MSK
2023/07/03 15:20:36.476927 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:36.476962 Received message #49 (leadId: 609060, currentStatus: rejected) on topic "test-topic" [0] at offset 1664 CreateTime 2023-07-03 15:20:36.433 +0300 MSK
2023/07/03 15:20:36.476967 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:36.476990 Received message #50 (leadId: 676365, currentStatus: to issue) on topic "test-topic" [0] at offset 1665 CreateTime 2023-07-03 15:20:36.433 +0300 MSK
2023/07/03 15:20:36.476995 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:36.557530 Received message #51 (leadId: 601716, currentStatus: pending) on topic "test-topic" [0] at offset 1666 CreateTime 2023-07-03 15:20:36.488 +0300 MSK
2023/07/03 15:20:36.560584 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:36.672301 Received message #52 (leadId: 662700, currentStatus: close) on topic "test-topic" [0] at offset 1667 CreateTime 2023-07-03 15:20:36.536 +0300 MSK
2023/07/03 15:20:36.672323 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:36.672388 Received message #53 (leadId: 624358, currentStatus: close) on topic "test-topic" [0] at offset 1668 CreateTime 2023-07-03 15:20:36.536 +0300 MSK
2023/07/03 15:20:36.672400 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:36.724339 Received message #54 (leadId: 697412, currentStatus: pending) on topic "test-topic" [0] at offset 1669 CreateTime 2023-07-03 15:20:36.586 +0300 MSK
2023/07/03 15:20:36.724363 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:36.724403 Received message #55 (leadId: 681270, currentStatus: pending) on topic "test-topic" [0] at offset 1670 CreateTime 2023-07-03 15:20:36.639 +0300 MSK
2023/07/03 15:20:36.724408 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:36.724449 Received message #56 (leadId: 660903, currentStatus: active) on topic "test-topic" [0] at offset 1671 CreateTime 2023-07-03 15:20:36.639 +0300 MSK
2023/07/03 15:20:36.724455 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:36.756723 Received message #57 (leadId: 662642, currentStatus: pending) on topic "test-topic" [0] at offset 1672 CreateTime 2023-07-03 15:20:36.683 +0300 MSK
2023/07/03 15:20:36.756746 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:36.805214 Received message #58 (leadId: 643967, currentStatus: active) on topic "test-topic" [0] at offset 1673 CreateTime 2023-07-03 15:20:36.734 +0300 MSK
2023/07/03 15:20:36.805235 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:36.805271 Received message #59 (leadId: 629780, currentStatus: to issue) on topic "test-topic" [0] at offset 1674 CreateTime 2023-07-03 15:20:36.734 +0300 MSK
2023/07/03 15:20:36.805277 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:36.853377 Received message #60 (leadId: 604409, currentStatus: close) on topic "test-topic" [0] at offset 1675 CreateTime 2023-07-03 15:20:36.789 +0300 MSK
2023/07/03 15:20:36.853404 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:36.900634 Received message #61 (leadId: 642673, currentStatus: rejected) on topic "test-topic" [0] at offset 1676 CreateTime 2023-07-03 15:20:36.833 +0300 MSK
2023/07/03 15:20:36.900656 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:36.900719 Received message #62 (leadId: 696559, currentStatus: active) on topic "test-topic" [0] at offset 1677 CreateTime 2023-07-03 15:20:36.834 +0300 MSK
2023/07/03 15:20:36.900728 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:36.964982 Received message #63 (leadId: 684375, currentStatus: rejected) on topic "test-topic" [0] at offset 1678 CreateTime 2023-07-03 15:20:36.883 +0300 MSK
2023/07/03 15:20:36.965004 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:36.980839 Received message #64 (leadId: 644244, currentStatus: to issue) on topic "test-topic" [0] at offset 1679 CreateTime 2023-07-03 15:20:36.939 +0300 MSK
2023/07/03 15:20:36.980861 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:36.980895 Received message #65 (leadId: 654335, currentStatus: approved) on topic "test-topic" [0] at offset 1680 CreateTime 2023-07-03 15:20:36.939 +0300 MSK
2023/07/03 15:20:36.980901 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:37.048495 Received message #66 (leadId: 643841, currentStatus: approved) on topic "test-topic" [0] at offset 1681 CreateTime 2023-07-03 15:20:36.984 +0300 MSK
2023/07/03 15:20:37.048517 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:37.108492 Received message #67 (leadId: 637630, currentStatus: pending) on topic "test-topic" [0] at offset 1682 CreateTime 2023-07-03 15:20:37.032 +0300 MSK
2023/07/03 15:20:37.108514 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:37.108551 Received message #68 (leadId: 693210, currentStatus: to issue) on topic "test-topic" [0] at offset 1683 CreateTime 2023-07-03 15:20:37.038 +0300 MSK
2023/07/03 15:20:37.108581 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:37.157818 Received message #69 (leadId: 654347, currentStatus: pending) on topic "test-topic" [0] at offset 1684 CreateTime 2023-07-03 15:20:37.082 +0300 MSK
2023/07/03 15:20:37.157840 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:37.204827 Received message #70 (leadId: 673657, currentStatus: active) on topic "test-topic" [0] at offset 1685 CreateTime 2023-07-03 15:20:37.133 +0300 MSK
2023/07/03 15:20:37.204850 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:37.204889 Received message #71 (leadId: 664282, currentStatus: approved) on topic "test-topic" [0] at offset 1686 CreateTime 2023-07-03 15:20:37.133 +0300 MSK
2023/07/03 15:20:37.204895 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:37.264386 Received message #72 (leadId: 663202, currentStatus: active) on topic "test-topic" [0] at offset 1687 CreateTime 2023-07-03 15:20:37.186 +0300 MSK
2023/07/03 15:20:37.264408 Headers: [myTestHeader="header values are binary"]
2023/07/03 15:20:37.627543 Ignored OffsetsCommitted (<nil>, [test-topic[0]@1688])
2023/07/03 15:20:44.263591 Caught signal interrupt: terminating
2023/07/03 15:20:44.263619 Closing consumer

NATS:

2023/07/03 15:00:53.877664 Published msg (leadId: 646047, currentStatus: to issue) with sequence number 1192 on stream "test"
2023/07/03 15:00:53.902465 Published msg (leadId: 607247, currentStatus: close) with sequence number 1193 on stream "test"
2023/07/03 15:00:53.942888 Published msg (leadId: 680289, currentStatus: to issue) with sequence number 1194 on stream "test"
2023/07/03 15:00:53.961849 Published msg (leadId: 631655, currentStatus: close) with sequence number 1195 on stream "test"
2023/07/03 15:00:54.000708 Published msg (leadId: 667445, currentStatus: rejected) with sequence number 1196 on stream "test"
2023/07/03 15:00:54.018078 Published msg (leadId: 667445, currentStatus: rejected) with sequence number 1197 on stream "test"
2023/07/03 15:00:54.103094 Published msg (leadId: 699663, currentStatus: to issue) with sequence number 1198 on stream "test"
2023/07/03 15:00:54.111568 Published msg (leadId: 632192, currentStatus: close) with sequence number 1199 on stream "test"
2023/07/03 15:00:54.120831 Published msg (leadId: 698259, currentStatus: to issue) with sequence number 1200 on stream "test"
2023/07/03 15:00:54.198878 Published msg (leadId: 616043, currentStatus: rejected) with sequence number 1201 on stream "test"
2023/07/03 15:00:54.206351 Published msg (leadId: 697311, currentStatus: approved) with sequence number 1202 on stream "test"
2023/07/03 15:00:54.216693 Published msg (leadId: 670526, currentStatus: rejected) with sequence number 1203 on stream "test"
2023/07/03 15:00:54.311081 Published msg (leadId: 696137, currentStatus: close) with sequence number 1204 on stream "test"
2023/07/03 15:00:54.320848 Published msg (leadId: 628056, currentStatus: to issue) with sequence number 1205 on stream "test"
2023/07/03 15:00:54.340554 Published msg (leadId: 616837, currentStatus: pending) with sequence number 1206 on stream "test"
2023/07/03 15:00:54.402732 Published msg (leadId: 660742, currentStatus: pending) with sequence number 1207 on stream "test"
2023/07/03 15:00:54.411595 Published msg (leadId: 638928, currentStatus: approved) with sequence number 1208 on stream "test"
2023/07/03 15:00:54.422556 Published msg (leadId: 690274, currentStatus: active) with sequence number 1209 on stream "test"
2023/07/03 15:00:54.514299 Published msg (leadId: 674005, currentStatus: pending) with sequence number 1210 on stream "test"
2023/07/03 15:00:54.525658 Published msg (leadId: 610742, currentStatus: close) with sequence number 1211 on stream "test"
2023/07/03 15:00:54.543157 Published msg (leadId: 659508, currentStatus: approved) with sequence number 1212 on stream "test"
2023/07/03 15:00:54.606671 Published msg (leadId: 671601, currentStatus: approved) with sequence number 1213 on stream "test"
2023/07/03 15:00:54.616148 Published msg (leadId: 636563, currentStatus: close) with sequence number 1214 on stream "test"
2023/07/03 15:00:54.631416 Published msg (leadId: 679892, currentStatus: rejected) with sequence number 1215 on stream "test"
2023/07/03 15:00:54.722980 Published msg (leadId: 669573, currentStatus: to issue) with sequence number 1216 on stream "test"
2023/07/03 15:00:54.734403 Published msg (leadId: 697658, currentStatus: approved) with sequence number 1217 on stream "test"
2023/07/03 15:00:54.745882 Published msg (leadId: 641254, currentStatus: pending) with sequence number 1218 on stream "test"

2023/07/03 15:00:44.152109 Listening on [test], queue group [test-consumer]
2023/07/03 15:00:53.895085 [#1] Received msg (leadId: 646047, currentStatus: to issue) with metadata $JS.ACK.test.test-consumer.1.1192.1192.1688385653987320749.0
2023/07/03 15:00:53.902465 [#2] Received msg (leadId: 607247, currentStatus: close) with metadata $JS.ACK.test.test-consumer.1.1193.1193.1688385654007672944.0
2023/07/03 15:00:53.955636 [#3] Received msg (leadId: 680289, currentStatus: to issue) with metadata $JS.ACK.test.test-consumer.1.1194.1194.1688385654051135218.0
2023/07/03 15:00:53.961849 [#4] Received msg (leadId: 631655, currentStatus: close) with metadata $JS.ACK.test.test-consumer.1.1195.1195.1688385654067179234.0
2023/07/03 15:00:54.010480 [#5] Received msg (leadId: 667445, currentStatus: rejected) with metadata $JS.ACK.test.test-consumer.1.1196.1196.1688385654111163906.0
2023/07/03 15:00:54.018671 [#6] Received msg (leadId: 667445, currentStatus: rejected) with metadata $JS.ACK.test.test-consumer.1.1197.1197.1688385654123107544.0
2023/07/03 15:00:54.103237 [#7] Received msg (leadId: 699663, currentStatus: to issue) with metadata $JS.ACK.test.test-consumer.1.1198.1198.1688385654175407072.0
2023/07/03 15:00:54.111568 [#8] Received msg (leadId: 632192, currentStatus: close) with metadata $JS.ACK.test.test-consumer.1.1199.1199.1688385654215219865.0
2023/07/03 15:00:54.128066 [#9] Received msg (leadId: 698259, currentStatus: to issue) with metadata $JS.ACK.test.test-consumer.1.1200.1200.1688385654230953584.0
2023/07/03 15:00:54.199128 [#10] Received msg (leadId: 616043, currentStatus: rejected) with metadata $JS.ACK.test.test-consumer.1.1201.1201.1688385654291205371.0
2023/07/03 15:00:54.206792 [#11] Received msg (leadId: 697311, currentStatus: approved) with metadata $JS.ACK.test.test-consumer.1.1202.1202.1688385654311333366.0
2023/07/03 15:00:54.223420 [#12] Received msg (leadId: 670526, currentStatus: rejected) with metadata $JS.ACK.test.test-consumer.1.1203.1203.1688385654327328783.0
2023/07/03 15:00:54.311081 [#13] Received msg (leadId: 696137, currentStatus: close) with metadata $JS.ACK.test.test-consumer.1.1204.1204.1688385654387294971.0
2023/07/03 15:00:54.330615 [#14] Received msg (leadId: 628056, currentStatus: to issue) with metadata $JS.ACK.test.test-consumer.1.1205.1205.1688385654431180343.0
2023/07/03 15:00:54.340554 [#15] Received msg (leadId: 616837, currentStatus: pending) with metadata $JS.ACK.test.test-consumer.1.1206.1206.1688385654443236281.0
2023/07/03 15:00:54.402732 [#16] Received msg (leadId: 660742, currentStatus: pending) with metadata $JS.ACK.test.test-consumer.1.1207.1207.1688385654503361468.0
2023/07/03 15:00:54.412564 [#17] Received msg (leadId: 638928, currentStatus: approved) with metadata $JS.ACK.test.test-consumer.1.1208.1208.1688385654515276507.0
2023/07/03 15:00:54.427980 [#18] Received msg (leadId: 690274, currentStatus: active) with metadata $JS.ACK.test.test-consumer.1.1209.1209.1688385654531134124.0
2023/07/03 15:00:54.514299 [#19] Received msg (leadId: 674005, currentStatus: pending) with metadata $JS.ACK.test.test-consumer.1.1210.1210.1688385654587408932.0
2023/07/03 15:00:54.534222 [#20] Received msg (leadId: 610742, currentStatus: close) with metadata $JS.ACK.test.test-consumer.1.1211.1211.1688385654635265083.0
2023/07/03 15:00:54.544009 [#21] Received msg (leadId: 659508, currentStatus: approved) with metadata $JS.ACK.test.test-consumer.1.1212.1212.1688385654647403220.0
2023/07/03 15:00:54.606671 [#22] Received msg (leadId: 671601, currentStatus: approved) with metadata $JS.ACK.test.test-consumer.1.1213.1213.1688385654707434808.0
2023/07/03 15:00:54.616765 [#23] Received msg (leadId: 636563, currentStatus: close) with metadata $JS.ACK.test.test-consumer.1.1214.1214.1688385654719189347.0
2023/07/03 15:00:54.635387 [#24] Received msg (leadId: 679892, currentStatus: rejected) with metadata $JS.ACK.test.test-consumer.1.1215.1215.1688385654739185443.0
2023/07/03 15:00:54.722980 [#25] Received msg (leadId: 669573, currentStatus: to issue) with metadata $JS.ACK.test.test-consumer.1.1216.1216.1688385654795348152.0
2023/07/03 15:00:54.734916 [#26] Received msg (leadId: 697658, currentStatus: approved) with metadata $JS.ACK.test.test-consumer.1.1217.1217.1688385654835281944.0
2023/07/03 15:00:54.753486 [#27] Received msg (leadId: 641254, currentStatus: pending) with metadata $JS.ACK.test.test-consumer.1.1218.1218.1688385654855206641.0
2023/07/03 15:00:54.821156 [#28] Received msg (leadId: 630900, currentStatus: to issue) with metadata $JS.ACK.test.test-consumer.1.1219.1219.1688385654923386387.0
2023/07/03 15:00:54.823918 [#29] Received msg (leadId: 640543, currentStatus: active) with metadata $JS.ACK.test.test-consumer.1.1220.1220.1688385654923608685.0
